Date,Open,High,Low,Close,Volume,Adj Close
2015-01-13,58.389999,59.540001,57.299999,57.970001,3509100,57.970001
2015-01-14,57.41,57.779999,56.380001,57.25,3098400,57.25
2015-01-15,57.150002,57.540001,55.029999,55.110001,4821000,55.110001
2015-01-16,54.959999,56.720001,54.950001,56.639999,3236700,56.639999
2015-01-20,56.700001,57.560001,55.810001,57.290001,6521500,57.290001
2015-01-21,56.990002,58.549999,56.84,57.709999,3544900,57.709999
2015-01-22,57.91,58.459999,57.169998,58.0,5481500,58.0
2015-01-23,58.0,59.049999,57.779999,58.619999,3887300,58.619999
2015-01-26,58.529999,59.98,58.400002,59.779999,4753200,59.779999
2015-01-27,58.900002,58.900002,57.240002,57.790001,4150700,57.790001
2015-01-28,58.43,58.5,56.349998,56.349998,4683400,56.349998
2015-01-29,56.799999,58.259998,55.849998,58.099998,4424500,58.099998
2015-01-30,57.5,58.139999,56.369999,56.450001,3817400,56.450001
2015-02-02,56.880001,57.330002,55.450001,57.279999,3495200,57.279999
2015-02-03,57.66,58.66,57.23,58.610001,3474200,58.610001
2015-02-04,58.439999,59.470001,58.209999,58.990002,3013100,58.990002
2015-02-05,58.950001,59.48,58.759998,59.259998,2513000,59.259998
2015-02-06,59.259998,59.700001,58.650002,59.169998,2714200,59.169998
2015-02-09,58.849998,58.98,57.82,57.98,2879000,57.98
2015-02-10,58.5,59.169998,58.220001,58.790001,3093700,58.790001
2015-02-11,58.82,59.099998,58.610001,58.799999,3413700,58.799999
2015-02-12,59.290001,61.34,59.220001,61.259998,5284800,61.259998
2015-02-13,61.25,63.220001,61.099998,62.849998,5107000,62.849998
2015-02-17,62.580002,62.610001,61.830002,62.07,3447200,62.07
2015-02-18,62.400002,63.0,62.290001,63.0,2534300,63.0
2015-02-19,62.59,63.029999,62.009998,62.810001,2320900,62.810001
2015-02-20,62.779999,63.75,62.509998,63.740002,3473800,63.740002
2015-02-23,63.139999,63.439999,62.369999,62.580002,4671400,62.580002
2015-02-24,62.580002,62.59,61.549999,61.93,5481700,61.93
2015-02-25,61.93,63.049999,61.889999,62.869999,7634000,62.869999
2015-02-26,70.019997,71.0,69.0,70.239998,20370800,70.239998
2015-02-27,69.849998,70.410004,69.010002,69.379997,8289500,69.379997
2015-03-02,67.379997,68.800003,66.669998,68.459999,8124800,68.459999
2015-03-03,68.059998,68.379997,66.709999,66.949997,4945600,66.949997
2015-03-04,66.379997,66.400002,64.720001,64.879997,9121300,64.879997
2015-03-05,65.120003,66.059998,64.760002,65.589996,3925200,65.589996
2015-03-06,65.18,65.940002,64.279999,64.559998,3861800,64.559998
2015-03-09,64.75,65.669998,64.32,65.480003,4567800,65.480003
2015-03-10,64.779999,64.959999,63.759998,63.759998,3941700,63.759998
2015-03-11,64.0,64.5,63.650002,63.68,3374100,63.68
2015-03-12,63.66,65.349998,63.66,64.949997,3809500,64.949997
2015-03-13,64.809998,65.419998,63.900002,64.599998,3248000,64.599998
2015-03-16,64.949997,66.470001,64.910004,66.43,4538900,66.43
2015-03-17,65.959999,67.559998,65.879997,67.550003,5594700,67.550003
2015-03-18,67.040001,68.940002,66.75,68.550003,5576600,68.550003
2015-03-19,68.300003,68.949997,68.099998,68.879997,3883100,68.879997
2015-03-20,69.190002,69.889999,67.290001,67.690002,8649500,67.690002
2015-03-23,67.699997,68.260002,67.379997,67.660004,3659000,67.660004
2015-03-24,67.68,67.830002,67.260002,67.370003,3216100,67.370003
2015-03-25,67.300003,67.339996,65.529999,65.779999,4030100,65.779999
2015-03-26,65.720001,66.459999,64.809998,65.989998,2971600,65.989998
2015-03-27,65.779999,66.68,65.559998,66.550003,2106400,66.550003
2015-03-30,67.400002,67.559998,66.239998,66.849998,2741200,66.849998
2015-03-31,66.510002,67.959999,66.459999,66.809998,4031700,66.809998
2015-04-01,66.510002,66.550003,65.419998,66.080002,3713000,66.080002
2015-04-02,66.25,66.900002,65.75,66.68,2021600,66.68
2015-04-06,66.239998,68.059998,66.0,67.940002,6375400,67.940002
2015-04-07,68.239998,69.75,67.989998,68.199997,3817100,68.199997
2015-04-08,68.260002,68.919998,67.809998,68.209999,2566700,68.209999
2015-04-09,68.32,68.349998,66.82,67.739998,2577500,67.739998
2015-04-10,67.599998,67.989998,66.940002,67.639999,1953000,67.639999
2015-04-13,67.760002,68.32,67.0,67.080002,2131000,67.080002
2015-04-14,67.120003,67.410004,66.300003,66.910004,1938000,66.910004
2015-04-15,67.269997,67.510002,66.980003,67.209999,2140200,67.209999
2015-04-16,66.669998,68.209999,66.650002,67.910004,2269300,67.910004
2015-04-17,67.160004,67.160004,65.440002,65.809998,3794200,65.809998
2015-04-20,66.190002,67.050003,66.190002,66.900002,1945200,66.900002
2015-04-21,67.389999,67.940002,67.110001,67.379997,2223700,67.379997
2015-04-22,67.379997,68.120003,67.019997,67.709999,2051400,67.709999
2015-04-23,67.360001,69.080002,67.260002,68.470001,3518400,68.470001
2015-04-24,68.599998,68.709999,67.379997,67.830002,1910900,67.830002
2015-04-27,68.459999,68.940002,67.699997,67.839996,2643200,67.839996
2015-04-28,67.970001,68.339996,66.57,66.889999,2832800,66.889999
2015-04-29,66.309998,78.459999,65.889999,74.650002,28245800,74.650002
2015-04-30,72.190002,74.0,71.0,72.82,17492100,72.82
2015-05-01,73.370003,74.5,72.0,73.360001,9210800,73.360001
2015-05-04,72.269997,72.370003,71.010002,71.599998,5058500,71.599998
2015-05-05,71.5,76.18,71.0,72.75,20008500,72.75
2015-05-06,73.650002,75.529999,72.800003,73.790001,11122100,73.790001
2015-05-07,74.080002,74.769997,73.400002,74.519997,4377700,74.519997
2015-05-08,72.0,73.5,71.760002,72.400002,6156400,72.400002
2015-05-11,71.480003,72.279999,71.199997,71.199997,4048500,71.199997
2015-05-12,70.699997,72.150002,70.040001,71.769997,3575500,71.769997
2015-05-13,72.389999,72.529999,71.019997,71.790001,4209700,71.790001
2015-05-14,72.5,73.080002,71.800003,72.879997,3199500,72.879997
2015-05-15,73.220001,73.309998,72.25,72.400002,3649300,72.400002
2015-05-18,72.550003,73.199997,71.669998,72.800003,2856700,72.800003
2015-05-19,72.989998,73.099998,70.839996,71.480003,5104100,71.480003
2015-05-20,71.230003,71.230003,69.290001,70.160004,9728300,70.160004
2015-05-21,73.510002,74.68,72.309998,72.910004,12316000,72.910004
2015-05-22,73.0,75.889999,72.5,75.010002,11304800,75.010002
2015-05-26,73.660004,73.980003,73.220001,73.57,6547800,73.57
2015-05-27,73.0,74.459999,72.93,73.949997,3927000,73.949997
2015-05-28,72.919998,73.489998,72.529999,72.68,5066300,72.68
2015-05-29,72.559998,72.93,71.660004,72.75,4838100,72.75
2015-06-01,72.790001,73.489998,72.25,73.099998,3191400,73.099998
2015-06-02,72.830002,73.349998,72.610001,72.900002,2623000,72.900002
2015-06-03,73.209999,73.599998,72.699997,73.470001,2649500,73.470001
2015-06-04,72.910004,73.480003,72.010002,72.209999,2767500,72.209999
2015-06-05,72.0,73.669998,71.849998,73.550003,3187600,73.550003
2015-06-08,73.279999,73.279999,71.239998,71.839996,3830600,71.839996
2015-06-09,72.459999,72.480003,71.0,71.760002,3236500,71.760002
2015-06-10,72.029999,73.300003,71.470001,73.029999,2476600,73.029999
2015-06-11,73.169998,73.489998,72.25,72.400002,2371700,72.400002
2015-06-12,72.199997,72.349998,71.470001,71.769997,2288100,71.769997
2015-06-15,71.309998,72.669998,70.730003,72.559998,2844600,72.559998
2015-06-16,72.0,73.550003,72.0,73.400002,3434200,73.400002
2015-06-17,73.5,75.809998,73.309998,74.419998,7291600,74.419998
2015-06-18,74.629997,76.209999,74.599998,75.709999,4230300,75.709999
2015-06-19,75.5,75.949997,74.959999,75.0,5372600,75.0
2015-06-22,75.5,75.709999,74.349998,74.779999,3112700,74.779999
2015-06-23,74.860001,74.980003,73.860001,74.199997,3142400,74.199997
2015-06-24,74.099998,74.550003,72.989998,73.5,2763300,73.5
2015-06-25,74.32,74.650002,73.370003,73.610001,1958200,73.610001
2015-06-26,73.75,73.910004,72.089996,72.339996,4089800,72.339996
2015-06-29,71.669998,71.870003,69.93,70.0,2698200,70.0
2015-06-30,70.68,70.779999,69.110001,69.629997,3559900,69.629997
2015-07-01,70.580002,71.040001,70.150002,70.540001,3060700,70.540001
2015-07-02,70.919998,71.050003,69.980003,70.419998,1562300,70.419998
2015-07-06,69.769997,69.830002,68.550003,69.160004,3586700,69.160004
2015-07-07,70.18,70.510002,68.330002,70.260002,4937200,70.260002
2015-07-08,70.029999,70.489998,69.07,69.389999,2988500,69.389999
2015-07-09,70.5,71.599998,69.940002,69.959999,3297500,69.959999
2015-07-10,70.970001,71.419998,70.470001,71.139999,2252200,71.139999
2015-07-13,71.589996,71.860001,71.0,71.050003,2446400,71.050003
2015-07-14,71.209999,72.010002,71.209999,71.790001,2024100,71.790001
2015-07-15,71.75,72.160004,71.07,71.360001,1722300,71.360001
2015-07-16,71.910004,72.43,71.629997,72.419998,2774900,72.419998
2015-07-17,72.540001,73.5,72.07,72.809998,3005700,72.809998
2015-07-20,72.889999,73.190002,72.410004,72.769997,2175900,72.769997
2015-07-21,72.620003,73.919998,72.5,73.830002,3620500,73.830002
2015-07-22,73.370003,74.419998,73.18,73.870003,3296400,73.870003
2015-07-23,74.25,74.519997,71.970001,72.209999,3231600,72.209999
2015-07-24,72.709999,74.190002,72.260002,73.919998,3480300,73.919998
2015-07-27,73.370003,73.889999,72.309998,72.459999,3478400,72.459999
2015-07-28,72.790001,73.860001,71.75,73.790001,3435200,73.790001
2015-07-29,73.029999,74.190002,72.330002,73.879997,2158700,73.879997
2015-07-30,73.690002,73.839996,72.339996,73.360001,2362800,73.360001
2015-07-31,73.410004,74.150002,73.010002,73.300003,2144600,73.300003
2015-08-03,73.57,73.639999,72.059998,72.440002,2581400,72.440002
2015-08-04,72.449997,72.760002,71.800003,71.889999,2089300,71.889999
2015-08-05,72.57,73.639999,72.43,72.529999,2108900,72.529999
2015-08-06,72.779999,72.879997,70.32,70.43,2195400,70.43
2015-08-07,70.449997,70.730003,69.480003,70.410004,2226200,70.410004
2015-08-10,71.129997,71.519997,70.699997,71.269997,1814000,71.269997
2015-08-11,70.68,71.879997,70.400002,71.629997,2406200,71.629997
2015-08-12,71.099998,71.379997,69.559998,71.040001,3135100,71.040001
2015-08-13,71.440002,71.93,70.75,71.400002,2302900,71.400002
2015-08-14,71.190002,73.269997,70.860001,72.989998,3246900,72.989998
2015-08-17,72.589996,74.139999,71.599998,74.040001,3073000,74.040001
2015-08-18,73.910004,74.050003,72.029999,72.580002,4126500,72.580002
2015-08-19,72.540001,72.940002,71.739998,72.040001,4774900,72.040001
2015-08-20,71.620003,72.0,67.5,67.82,8168000,67.82
2015-08-21,69.0,71.550003,68.279999,69.150002,13138700,69.150002
2015-08-24,65.760002,68.989998,64.160004,65.169998,9650000,65.169998
2015-08-25,67.589996,68.199997,65.019997,65.18,7104000,65.18
2015-08-26,66.699997,68.639999,65.290001,68.519997,8044100,68.519997
2015-08-27,69.309998,70.239998,68.25,69.940002,4918100,69.940002
2015-08-28,69.75,70.82,69.470001,70.25,4191100,70.25
2015-08-31,69.790001,70.209999,69.029999,69.360001,3891900,69.360001
2015-09-01,67.860001,68.620003,66.260002,66.629997,4373900,66.629997
2015-09-02,67.589996,67.980003,66.330002,67.980003,3465400,67.980003
2015-09-03,68.300003,69.25,67.949997,68.25,2937100,68.25
2015-09-04,67.279999,67.970001,66.540001,67.129997,3146000,67.129997
2015-09-08,68.339996,70.82,68.309998,70.760002,4098400,70.760002
2015-09-09,71.019997,71.330002,68.849998,69.029999,3652800,69.029999
2015-09-10,69.0,70.0,68.919998,69.739998,2861200,69.739998
2015-09-11,69.540001,70.089996,68.900002,70.050003,3442000,70.050003
2015-09-14,70.199997,70.400002,69.540001,69.889999,3436000,69.889999
2015-09-15,70.629997,71.699997,70.150002,71.269997,4276400,71.269997
2015-09-16,71.5,72.0,70.980003,71.879997,3330300,71.879997
2015-09-17,71.5,73.199997,71.5,72.32,4205900,72.32
2015-09-18,71.300003,72.419998,70.620003,71.400002,6039500,71.400002
2015-09-21,71.760002,72.639999,71.059998,72.139999,2914000,72.139999
2015-09-22,71.389999,71.940002,70.910004,71.650002,3460100,71.650002
2015-09-23,71.5,72.360001,70.970001,71.989998,2688800,71.989998
2015-09-24,71.550003,72.0,70.449997,71.709999,3056000,71.709999
2015-09-25,72.599998,73.620003,71.949997,72.440002,4829900,72.440002
2015-09-28,71.949997,72.690002,68.970001,69.040001,5638500,69.040001
2015-09-29,69.089996,69.669998,67.709999,68.379997,4660200,68.379997
2015-09-30,69.080002,69.620003,67.82,69.43,4080100,69.43
2015-10-01,69.160004,73.07,68.68,72.910004,8106900,72.910004
2015-10-02,71.68,74.019997,71.160004,73.93,4838600,73.93
2015-10-05,74.089996,75.75,73.860001,75.269997,4169700,75.269997
2015-10-06,75.089996,75.279999,73.889999,74.419998,2519400,74.419998
2015-10-07,74.620003,75.290001,73.25,75.0,3044400,75.0
2015-10-08,74.980003,75.900002,74.120003,75.089996,3804700,75.089996
2015-10-09,75.230003,75.699997,74.739998,75.25,3113600,75.25
2015-10-12,75.309998,76.25,74.989998,75.879997,2594500,75.879997
2015-10-13,76.519997,78.300003,75.839996,76.629997,5578600,76.629997
2015-10-14,76.290001,76.57,75.209999,75.580002,3447200,75.580002
2015-10-15,76.190002,78.339996,75.910004,77.699997,3295300,77.699997
2015-10-16,78.18,78.839996,77.459999,78.769997,3613400,78.769997
2015-10-19,78.440002,79.330002,77.480003,77.93,4346900,77.93
2015-10-20,78.0,78.510002,76.879997,77.529999,2006700,77.529999
2015-10-21,77.419998,77.529999,75.309998,75.830002,3134700,75.830002
2015-10-22,76.449997,78.419998,76.449997,77.370003,3280100,77.370003
2015-10-23,78.199997,79.379997,77.269997,78.559998,3971400,78.559998
2015-10-26,78.580002,79.300003,77.639999,78.220001,2740300,78.220001
2015-10-27,78.040001,78.620003,77.32,77.75,1683800,77.75
2015-10-28,77.879997,78.529999,76.57,78.529999,3266800,78.529999
2015-10-29,78.580002,78.720001,77.57,78.139999,1822100,78.139999
2015-10-30,78.150002,78.629997,77.419998,77.709999,3371600,77.709999
2015-11-02,77.709999,79.82,77.5,79.199997,3110000,79.199997
2015-11-03,79.029999,79.32,78.25,78.629997,2398500,78.629997
2015-11-04,78.879997,79.480003,78.080002,78.389999,2585800,78.389999
2015-11-05,78.410004,79.480003,77.800003,78.709999,2601900,78.709999
2015-11-06,78.559998,79.629997,78.18,79.410004,2835100,79.410004
2015-11-09,78.93,79.019997,77.410004,78.220001,3088300,78.220001
2015-11-10,78.199997,78.360001,77.300003,78.25,2610500,78.25
2015-11-11,78.540001,79.0,78.089996,78.709999,2385700,78.709999
2015-11-12,78.470001,79.75,78.230003,78.300003,3159800,78.300003
2015-11-13,78.080002,78.080002,75.419998,75.599998,3922600,75.599998
2015-11-16,75.540001,76.330002,73.940002,76.260002,4053200,76.260002
2015-11-17,76.57,78.489998,76.410004,77.239998,4567600,77.239998
2015-11-18,77.769997,78.050003,75.809998,77.349998,6442500,77.349998
2015-11-19,81.050003,82.900002,80.449997,80.639999,11602800,80.639999
2015-11-20,80.900002,82.139999,79.709999,80.989998,5336300,80.989998
2015-11-23,80.440002,81.739998,80.389999,80.779999,3593700,80.779999
2015-11-24,80.300003,80.800003,79.129997,80.389999,3420300,80.389999
2015-11-25,80.370003,81.120003,79.75,80.410004,2487300,80.410004
2015-11-27,80.220001,80.480003,79.449997,79.970001,2221700,79.970001
2015-11-30,79.730003,80.18,79.290001,79.690002,4449700,79.690002
2015-12-01,80.349998,81.099998,79.650002,81.010002,3767400,81.010002
2015-12-02,80.769997,81.940002,80.419998,80.879997,3379800,80.879997
2015-12-03,80.959999,82.059998,79.559998,79.93,4769100,79.93
2015-12-04,80.330002,82.139999,80.160004,82.139999,4341700,82.139999
2015-12-07,81.809998,81.860001,80.300003,80.68,2962500,80.68
2015-12-08,80.209999,81.459999,79.860001,81.080002,2105700,81.080002
2015-12-09,80.830002,81.400002,79.220001,79.709999,3181000,79.709999
2015-12-10,79.800003,79.970001,79.160004,79.379997,2032800,79.379997
2015-12-11,78.300003,78.879997,76.650002,76.870003,4490700,76.870003
2015-12-14,76.760002,77.669998,75.849998,76.989998,3946700,76.989998
2015-12-15,77.660004,77.870003,76.970001,77.370003,3393500,77.370003
2015-12-16,77.639999,79.099998,77.120003,78.889999,3749400,78.889999
2015-12-17,78.970001,79.32,78.040001,78.43,2654300,78.43
2015-12-18,78.110001,79.489998,77.029999,77.029999,6721400,77.029999
2015-12-21,78.300003,78.330002,76.43,77.290001,3011600,77.290001
2015-12-22,77.519997,78.089996,76.849998,77.860001,2100400,77.860001
2015-12-23,78.199997,78.900002,77.940002,78.040001,2652800,78.040001
2015-12-24,78.029999,78.349998,77.580002,77.830002,1084700,77.830002
2015-12-28,77.660004,78.199997,77.379997,78.199997,2327400,78.199997
2015-12-29,78.5,79.760002,78.440002,79.440002,2230200,79.440002
2015-12-30,79.300003,79.889999,78.970001,79.139999,1814700,79.139999
2015-12-31,78.989998,79.419998,78.360001,78.400002,2463000,78.400002
2016-01-04,77.139999,77.209999,75.639999,76.709999,4919200,76.709999
2016-01-05,77.07,77.970001,76.669998,77.050003,2656800,77.050003
2016-01-06,75.720001,77.330002,75.629997,76.290001,3484400,76.290001
2016-01-07,75.129997,75.599998,73.470001,74.300003,6972200,74.300003
2016-01-08,74.779999,75.260002,72.900002,73.230003,3673800,73.230003
2016-01-11,73.739998,73.830002,71.860001,73.18,3685100,73.18
2016-01-12,73.970001,75.279999,73.050003,74.459999,4108100,74.459999
2016-01-13,74.989998,75.709999,71.800003,72.349998,4727500,72.349998
2016-01-14,72.419998,73.620003,70.870003,73.07,4738200,73.07
2016-01-15,69.870003,71.050003,68.18,70.860001,9572100,70.860001
2016-01-19,71.860001,72.190002,69.900002,70.800003,7353700,70.800003
2016-01-20,69.129997,70.830002,66.940002,70.330002,8083600,70.330002
2016-01-21,70.360001,70.639999,69.139999,69.510002,4635600,69.510002
2016-01-22,70.449997,71.639999,70.300003,71.550003,3751800,71.550003
2016-01-25,71.230003,71.400002,69.800003,69.919998,2765100,69.919998
2016-01-26,69.959999,70.099998,69.220001,69.870003,2931200,69.870003
2016-01-27,69.269997,69.849998,67.029999,67.43,5487300,67.43
2016-01-28,66.879997,67.5,65.269997,65.690002,8734000,65.690002
2016-01-29,66.489998,68.099998,66.120003,68.059998,5612300,68.059998
2016-02-01,67.589996,69.089996,67.07,68.440002,4396400,68.440002
2016-02-02,67.650002,67.75,64.160004,64.519997,7636900,64.519997
2016-02-03,65.419998,66.5,63.240002,65.339996,7994500,65.339996
2016-02-04,65.68,67.370003,64.830002,67.199997,7220400,67.199997
2016-02-05,63.110001,63.27,57.75,58.509998,19063800,58.509998
2016-02-08,56.869999,56.990002,52.599998,54.049999,18025400,54.049999
2016-02-09,53.610001,58.580002,52.790001,57.330002,16477700,57.330002
2016-02-10,58.5,61.59,58.380001,58.759998,9859700,58.759998
2016-02-11,57.189999,59.849998,56.580002,59.240002,7779000,59.240002
2016-02-12,60.009998,60.529999,59.099998,59.68,5081600,59.68
2016-02-16,60.68,60.98,58.459999,59.720001,5726200,59.720001
2016-02-17,60.380001,64.419998,59.889999,63.490002,9836700,63.490002
2016-02-18,63.48,64.18,61.580002,61.700001,6724000,61.700001
2016-02-19,61.75,62.360001,60.66,62.139999,4905600,62.139999
2016-02-22,62.139999,64.339996,62.139999,63.98,7453300,63.98
2016-02-23,63.720001,63.779999,62.439999,62.900002,5280400,62.900002
2016-02-24,62.0,62.98,60.330002,62.52,11909400,62.52
2016-02-25,70.5,70.839996,67.139999,69.419998,18246100,69.419998
2016-02-26,69.68,70.010002,68.279999,69.720001,8364200,69.720001
2016-02-29,69.129997,69.160004,67.650002,67.75,7688100,67.75
2016-03-01,68.120003,70.059998,67.5,70.019997,5146600,70.019997
2016-03-02,69.68,70.550003,69.519997,70.43,4927600,70.43
2016-03-03,70.050003,70.940002,69.519997,70.800003,3241800,70.800003
2016-03-04,71.18,72.18,70.629997,71.059998,4353000,71.059998
2016-03-07,70.5,70.860001,69.0,70.489998,4624900,70.489998
2016-03-08,69.790001,70.900002,69.169998,69.82,4083700,69.82
2016-03-09,70.089996,71.120003,69.919998,71.040001,4255600,71.040001
2016-03-10,71.440002,72.32,69.790001,70.699997,4977700,70.699997
2016-03-11,71.160004,71.900002,70.870003,71.629997,3426800,71.629997
2016-03-14,71.309998,72.489998,71.169998,72.220001,3864100,72.220001
2016-03-15,71.779999,72.349998,71.089996,71.699997,3205300,71.699997
2016-03-16,71.269997,72.919998,71.110001,72.730003,2985800,72.730003
2016-03-17,72.529999,73.18,71.599998,72.720001,3379700,72.720001
2016-03-18,73.099998,73.540001,72.190002,72.650002,5995900,72.650002
2016-03-21,72.5,72.669998,71.690002,72.25,2852100,72.25
